# Community_BERN5_ID	Community_Name	community_Synonyme	Naturalness level	use_type_Text	EUNIS_Code	Natura2000	Sources_plots	account_plots
2122	Maianthemo-Fagetum sylvatici calamagrostietosum PASSARGE 1959	included in Luzulo-Fagetum calamagrostietosum Meusel 1937;	natural forest	single stem cutting	T171	9110	Passarge et Hofmann (1968) Table 18b (also: Lohmeyer 1950a Tab. 2/1)	45
2124	Maianthemo-Fagetum sylvatici poetosum nemoralis PASSARGE 1959	included in Luzulo-Fagetum poetosum nemorali Meusel 1937;	natural forest	single stem cutting	T171	9110	Passarge et Hofmann (1968) Table 18c (also: Schubert 2001 p. 62	23
2125	Querco pedunculiflorae-Tilietum tomentosae DONITA 1970		natural forest	single stem cutting	T196833	91I0	Donita et al. 2005 p. 230 (also Pupescu et al, 2008 tab. 90 p. 211)	12
2126	Seslerio rigidae-Pinetum sylvestris CSÜRÖS et al. 1988		natural forest	single stem cutting	T3618	91Q0	Donita et al. 2005 p. 251 (alsoConstantin et Nicolae 2007 tab. 2 p. 85)	7
2127	Genisto radiatae-Pinetum nigrae RESMERITA 1972		natural forest	single stem cutting	T3672	9530*	Donita et al. 2005 p. 230	3
2128	Quercetum robori-pedunculiflorae SIMON 1960	Fraxino pallisae-Quercetum pedunculiflorae Oprea 1997; Fraxino angustifoliae-Quercetum pedunculiflorae Chifu et al. 2004	natural forest	single stem cutting	T12133	91I0	Coldea et Ursu 2016 Tab. S1/6a +p. 17 (also:  Donita et al. 2005 p. 163)	20
2129	Telekio speciosae-Alnetum incanae COLDEA (1986) 1991		natural forest	single stem cutting	T11214	91E0*	Coldea et Ursu 2016 Tab. S1/2a +p. 13 (also:  Donita et al. 2005 p. 156; Oprea 2006/2007 tab. 8/2-3; Oana et al. 2012 p. 123)	156
2130	Carici piluliferae-Fagetum sylvatici typicum PASSARGE 1956	included in Luzulo-Fagetum Meusel 1937; Piluliferae-Fagetum typicum PASS. 1956	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 27b	26
2131	Carici piluliferae-Fagetum sylvatici agrostietosum  PASSARGE 1956	included in Luzulo-Fagetum Meusel 1937; Piluliferae-Fagetum agrostietosum PASS. 1956	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 27f	7
2132	Carici piluliferae-Fagetum sylvatici mnietosum PASSARGE 1956	included in Luzulo-Fagetum Meusel 1937; Piluliferae-Fagetum mnietosum PASS. 1956	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 27g  (also: Hofmann et Pommer 2013 p. 311)	35
2133	Vaccinio myrtilli-Fagetum sylvatici typicum PASSARGE 1965	included in Luzulo-Fagetum Meusel 1937; Myrtillo-Fagetum typicum PASS. 1956	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 27h (also Langguth, Kopp et Passarge (1965) Table 2/5; Berg et al 2001 Table 33.1.1.2 and Text p. 473; Hofmann et Pommer 2013 p. 298)	510
2134	Vaccinio myrtilli-Fagetum sylvatici mnietosum  PASSARGE 1965	included in Luzulo-Fagetum Meusel 1937; Myrtillo-Fagetum mnietosum PASS. 1956	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 27i	23
2135	Juglando-Fagetum moesiacae (MISIC 1966) B. JOVANOVIC 1979		natural forest	single stem cutting	T17B		Košanin et al. 2025 Tab.5/1-2	4
2136	Parietario-Juglandetum B. JOVANOVIC et VALCIC 1970		natural forest	unusable	T1491		Košanin et al. 2025 Tab.5/4-5	3
2137	Celtido-Juglandetum B. JOVANOVIC (1957) 1970		natural forest	unusable	T1491		Košanin et al. 2025 Tab.5/6	2
2138	Hieracio rotundati-Piceetum abietis PAWLOWSKI et BRAUN-BLANQUET 1939	Luzulo sylvaticae-Piceetum Wraber 1953	natural forest	unusable	T312	9410	Coldea et Pinzaru 1987 tab. 1/1-2 (also: Borhidi 1969 tab. 2 p. 296-298; Donita et al. 2005 p.243; Oana et al. 2012 p. 56, 58, 60)	30
2140	Dicrano-Fagetum sylvatici PASSARGE et HOFMANN 1965	included in Luzulo-Fagetum Meusel 1937; Dicrano-Fagetum leucobryetosum PASS. et HOFM. 1965	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 28  (also: Hofmann et Pommer 2013 p. 313)	61
2150	Cladonio-Pinetum sylvestris typicum PASSARGE 1956	Cladonio-Pinetum typicum Juraszek 1927	natural forest	single stem cutting	T352112	91T0	Passarge et Hofmann (1968) Table 36a (also Matuczkiewicz (1962) Table 1/1; Krieger (1937) Table 7-10; Hohenester 1960 Tab. 5b p. 42; Schubert 1972c Tab.2/5 + p. 203;  Berg et al 2001 Table 32.1.1.4 and Text p. 466; Runge (1994) S. 247; Heinken et Zippel 1	516
2151	Cladonio-Pinetum sylvestris pleurozietosum PASSARGE 1956	Cladonio-Pinetum pleurozietosum Juraszek 1927	natural forest	single stem cutting	T352112	91T0	Passarge et Hofmann (1968) Table 36c (also Klemm 1969 Tab. 11/1 p. 44; Chytry et al. 2013 tab. 8/3 p. 372+391; Hofmann et Pommer 2013 p. 400)	84
2152	Festuco ovinae-Pinetum sylvestris JURASZEK 1928		natural forest	single stem cutting	T352111	91T0	Passarge et Hofmann (1968) Table 37c (auch: Klemm 1969 Tab. 11/6 + p. 47; Hofmann et Pommer 2013 p. 405	44
2153	Stipo-Pinetum silvestris (KNAPP 1944) HOFMANN 1962	included in Peucedano-Pinetum Matuszkiewicz 1962	natural forest	single stem cutting	T35232	91U0	Passarge et Hofmann (1968) Table 37f (also: Chytry et al. 2013 tab. 8/2 p. 372+385; Hofmann et Pommer 2013 p. 410)	11
2154	Diantho arenariae-Pinetum sylvestris KRAUSCH 1962	Peucedano-Pinetum sylvestris Matuszkiewicz 1962; Koelerio glaucae-Pinetum sylvestris   (Steffen 1931) Krausch 1962 em. Schubert 1995	natural forest	single stem cutting	T35232	91U0	Krausch (1962) Table 1 (also Passarge et Hofmann (1968) Table 37d; Hofmann et Pommer 2013 p. 408)	20
2155	Querco roboris-Pinetum sylvestris MATUSZKIEWICZ 1956		natural forest	single stem cutting	T35232	91T0	Matuszkiewicz et Matuszkiewicz (1956) Table 4 (also Eggler 1959 Tab. 11; Ellenberg (1996) p. 296 Table 47/6; Matuszkiewicz J.M. 1993 p.46)	103
2156	Corynephoro-Pinetum sylvestris (JURASZEK 1928) HOFMANN 1964	included p.p. in Peucedano-Pinetum Matuszkiewicz 1962	natural forest	single stem cutting	T35232	91U0	Passarge et Hofmann (1968) Table 37a,b (also: Klemm 1969 Tab. 11/7-8 + p. 47; Heinken et Zippel 1999 Tab. 3/1-2; Hofmann et Pommer 2013 p. 404)	148
2160	Vaccinio myrtilli-Pinetum sylvaticae PASSARGE 1956	included in Leucobryo-Pinetum Matuszkiewicz 1962	natural forest	single stem cutting	T35221	91T0	Passarge et Hofmann (1968) Table 36e (also Lutz 1950 Tab. 1/25-33; Eggler 1951 Tab. 4; Matuszkiewicz 1962 Table 1/2; Langguth et Soó 1964b p. 287; Klemm 1969 Tab. 10 p. 42; Kopp et Passarge 1965 Table 2/1; Willner et Grabherr 2007 Table 31/4; Chytry et al	896
2170	Pleurozio schreberi-Pinetum sylvestris KLEIST 1929		natural forest	single stem cutting	T3J5	91D0*	Passarge et Hofmann (1968) Table 35h	5
2180	Eriophoro-Pinetum sylvestris (HUECK 1925) PASSARGE et HOFMANN 1968	included in Vaccinio-Pinetum sylvestris De Kleist 1929; Ledo palustris-Pinetum sylvestris Tx. 1955	natural forest	unusable	T3J5	91D0*	Passarge et Hofmann (1968) Table 35d (also (also: Chytry et al. 2011 tab. 16/1 p. 724+718; Hofmann et Pommer 2013 p. 84)	65
2190	Eriophoro-Betuletum pubescentis (HUECK 1925) PASSARGE et HOFMANN 1968	included in Vaccinio uliginosi-Betuletum pubescentis Libbert 1933 s.str.; Eriophoro-Betuletum pubescentis sphagnetosum recurvi HUECK 1925 em. PASSARGE 1968	natural forest	unusable	T161	91D0*	Passarge et Hofmann (1968) Table 33c (also Dierßen 1973b Tab. 25 + p. 61; Schmidt (2002) 12.1, Table 2/9/1; Hofmann et Pommer 2013 p. 67)	89
2191	Carici-Betuletum pubescentis STEFFEN 1931	included in Vaccinio uliginosi-Betuletum pubescentis Libbert 1933 s.str.	natural forest	single stem cutting	T161	91D0*	Knapp 1944g Tab. 2 (also Passarge et Hofmann (1968) Table 33g-h; Niemeyer et al. 2010 p. 24; Hofmann et Pommer 2013 p. 76)	95
2192	Thelypterido palustris-Alnetum glutinosae KLIKA 1940		natural forest	single stem cutting	T162	91E0	Chytry et al. 2013 tab. 5/1 p. 183+169 (also: Soó 1964b p. 232; Klemm 1969 Tab. 1/3 p. 27; Westhoff 1969 p. 251 and Schaminée et al. 2010 p. 369; Hofmann et Pommer 2013 p. 153; Oprea et Sirbu 2009 tab.1 p.74)	101
2193	Carici acutiformis-Alnetum glutinosae SCAMONI 1935		natural forest	single stem cutting	T162	91E0	Chytry et al. 2013 tab. 5/3 p. 183+174 (also: Soó 1964b p. 246; Hofmann et Pommer 2013 p. 119; Donita et al. 2005 p. 257)	163
2201	Pleurozio schreberi-Betuletum pubescentis HUECK 1925 em. PASSARGE 1968	included in Vaccinio uliginosi-Betuletum pubescentis Libbert 1933 s.str.	natural forest	single stem cutting	T161	91D0*	Passarge et Hofmann (1968) Table 34e (also Schmidt (2002) 12.1, Table 2/9/1; Ellenberg et Klötzli 1972 p.710)	48
2202	Sphagno-Betuletum pubescentis DOING 1962	included in Vaccinio uliginosi-Betuletum pubescentis Libbert 1933 s.str.; Sphagno-Betuletum pubescentis maianthemetosum DOING 1962	natural forest	single stem cutting	T161	91E0*	Passarge et Hofmann (1968) Table 34 a-d (also Sauer 1955 Tab. 7/1-4; Schmidt (2002) 12.1, Table 2/9/1; Berg et al 2001 Table 28.1.2.2 and Text p. 420; Pujol et al. 2023 p. 268; Hofmann et Pommer 2013 p. 71)	140
2203	Salicetum pentandro-cinereae PASSARGE 1961		natural forest	single stem cutting	T161	91D0*	Oberdorfer (1992) Vol IV, Table 249/2b and Text Vol. p. 27 (also Berg et al 2001 Table 29.1.1.4 und Text S. 428; Chytry et al. 2013 tab. 575 p. 183+180; Schubert 2001 p. 112)	159
2210	Molinio-Quercetum roboris (TÜXEN 1937) SCAMONI et PASSARGE 1959	Querceto-roboris-Betuletum molinietosum TX. 1937; Betulo-Quercetum roboris molinietosum (TX. 1937) SCAMONI et PASSARGE 1959	natural forest	single stem cutting	T1B1	9190	Passarge et Hofmann (1968) Table 32d-e (also Sauer 1955 Tab. 12/1-5; Eggler 1958 Tab. 8, 1959 Tab. 12; Klemm 1969 Tab. 3/1-6; Dierßen 1973b Tab. 28 + p. 62; Tüxen 1974 Tab. 10 p. 62; Schmidt (2002) 5.2.1, Table 2/4/2.4; Tüxen (1937) p. 128 unten; Lohmeyer	307
2211	Violo-Quercetum roboris deschampsietosum PASSARGE 1953	included p.p. in Betulo pendulae-Quercetum roboris deschampsietosum Tx. 1930 nom. invers. propos.	natural forest	single stem cutting	T1B2	9190	Passarge et Hofmann (1968) Table 31a-c (also: Pallas 2000 Tab. 3/1-2 p. 122)	62
2212	Violo-Quercetum roboris festucetorum ovinae PASSARGE 1953	included p.p. in Betulo pendulae-Quercetum roboris festucetorum ovinae Tx. 1930 nom. invers. propos.	natural forest	single stem cutting	T1B2	9190	Passarge et Hofmann (1968) Table 31e,f (also  Niemeyer et al. 2010 p. 91)	469
2213	Blechno spicanti-Quercetum (petraeae) typicum BRAUN-BLANQUET et TÜXEN 1951		natural forest	single stem cutting	T1B1	9190	Braun-Blanquet et Tüxen 1951 Tab. 54 + p. 377	11
2214	Blechno spicanti-Quercetum (petraeae) isothecietosum myosuroides BRAUN-BLANQUET et TÜXEN 1951		natural forest	single stem cutting	T1B1	9190	Braun-Blanquet et Tüxen 1951 Tab. 54 + p. 377	12
2215	Osmundo-Salicetum atrocinereae BRAUN-BLANQUET et TÜXEN 1951		natural forest	single stem cutting	T15111	91E0	Braun-Blanquet et Tüxen 1951 Tab. 56 + p. 389	5
2216	Corylo-Fraxinetum (excelsiae) BRAUN-BLANQUET et TÜXEN 1951		natural forest	single stem cutting	T1E11	91E0	Braun-Blanquet et Tüxen 1951 Tab. 58 + p. 399	16
2217	Polysticho setiferi-Fraxinetum excelsioris (TÜXEN et OBERDORFER 1958) RIVAS-MARTINEZ ex NAVARRO 1981		natural forest	single stem cutting	T1E1		Tüxen et Oberdorfer 1958 Tab. 87/A,B,C p. 284 (also: Navarro 1981 p. 83; Loidi et al. 2022 p. 188)	7
2218	Carpino betuli-Fraxinetum excelsioris POLDINI 1982		natural forest	single stem cutting	T1E1		Poldini 1982 Tab. 9 + p. 84	36
2219	Hemerocallido lilioasphodelo-Ostryetum carpinifoliae POLDINI 1982 		natural forest	single stem cutting	T193751		Poldini 1982 Tab. 10 + p. 87	9
2220	Melampyro vulgati-Quercetum petraeae submediterraneumPUNCER et ZUPANCIC 1979		natural forest	single stem cutting	T1E18		Puncer et Zupancic 1979 Tab. 1 p. 11	19
2221	Seslerio variae-Ostryetum LAUSI, GEROL et PICCOLI 1982		natural forest	single stem cutting	T193751	9340	Lausi et al. 1982 Tab. 3 p. 55	7
2222	Polysticho aculeati-Fagetum sylvaticae FEOLI et LAGONEGRO 1982	Cardamino kitaibelii-Fagetum sylvaticae (Bal-lelli et Biondi 1982) Ubaldi, Zanotti, Puppi,Speranza et Corbetta 1987 ex Ubaldi 1993; Cardamino kitaibelii-Fagetum sylvaticae UBALDI et al. ex UBALDI 1995	natural forest	single stem cutting	T1751		Biondi et al. 2000 Tab. 1 + p. 73 (also: Catorzi et al. 2010 Tab. 8/1-25 + p. 31	34
2223	Lathyro veneti-Fagetum sylvaticae BIONDI, CASAVECCHIA, PINZI, ALLEGREZZA et BALDONI 2002 		natural forest	single stem cutting	T1751		Biondi et al. 2000 Tab. 2/1-6 + p. 73 (also: Catorzi et al. 2010 Tab. 5/19-32 + p. 29	19
2224	Dactylorhizo fuchsii-Fagetum sylvaticae (BIONDI et al. 1989) IZCO et BIONDI 1992		natural forest	single stem cutting	T1751		Biondi et al. 1989 Tab. 9/1-9 in Biondi et al. 2008 (also Casavecchia et al. 2014 Tab. 2 pp.)	20
2225	Junipero oxycedri-Quercetum rotundifoliae (RIVAS GODAY 1959) RIVAS-MARTINEZ 1964		natural forest	single stem cutting	S212112		Rivas-Martinez 1964 p. 395	7
2226	Ulmeto-Lithospermetum purpureo-coerulei BOLÒS 1956	Lithospermo purpureocaerulei-Ulmetum minoris Bolòs. 1956	natural forest	single stem cutting	T1E51		Bolòs 1956 Tab. XXIX p. 240 (also Ninot et al. 2007 Tab. 4/6)	9
2230	Molinio-Fagetum sylvatici SCAMONI 1959	included in Luzulo-Fagetum Meusel 1937;	natural forest	single stem cutting	T181	9110	Passarge et Hofmann (1968) Table 26b (also Klemm 1969 Tab. 5 p. 37; Berg et al. 2004 Table 33.1.1.1 and Text p. 472; Hofmann et Pommer 2013 p. 300)	97
2241	Carpino betuli-Ulmetum carpinifoliae typicum PASSARGE 1953	included in Querco-Ulmetum typicum Issler 1924	natural forest	single stem cutting	T1E51	9166	Passarge et Hofmann (1968) Table 9c (also Schmidt (2002) 13.4, Table 2/10/4; Schubert 1972a Tab. 5/2 p. 27, 2001 p. 67)	109
2242	Carpino betuli-Ulmetum scabrae typicum HOFMANN 1960	included in Querco-Ulmetum typicum Issler 1924	natural forest	single stem cutting	T1E52	9167	Passarge et Hofmann (1968) Table 9f (also: Schubert 1972a Tab. 5/1 p. 27; Hofmann et Pommer 2013 p. 382	51
2243	Carpino betuli-Ulmetum carpinifoliae corydaliedetosum PASSARGE 1953	included in Querco-Ulmetum corydaliedetosum Issler 1924	natural forest	single stem cutting	T1E51	9168	Passarge et Hofmann (1968) Table 9b (also Schmidt (2002) 13.4, Table 2/10/4; Hofmann et Pommer 2013 p. 257)	26
2244	Carpino betuli-Ulmetum scabrae corydaliedetosum HOFMANN 1960	included in Querco-Ulmetum corydaliedetosum Issler 1924	natural forest	single stem cutting	T1E52	9169	Passarge et Hofmann (1968) Table 9f (also Schmidt (2002) 13.4, Table 2/10/4)	24
2245	Melampyro-Carpinetum betuli PASSARGE 1957	Polygonato-Carpinetum PASSARGE 1957	natural forest	single stem cutting	T1E16	9170	Passarge et Hofmann (1968) Table 23e-g (also Oberdorfer (1992) Vol IV, Table 313/9 and Text Vol. S. 168; Hofmann et Pommer 2013 p. 217)	50
2246	Polytricho-Carpinetum betuli SCAMONI 1959	included in Galio-Carpinetum Oberd. 1957	natural forest	single stem cutting	T1E16	9170	Scamoni 1960 p.175 (also Knapp 1944b Vol. 5 Tab. 1, 3, 7/1-11; Knapp 1944e Tab. 6; Klemm 1969 Tab. 2 p. 29; Hofmann et Pommer (2005), p.108)	69
2250	Sambuco (nigrae)-Quercetum roboris HOFMANN 1965		natural forest	single stem cutting	T1E16	9190	Passarge et Hofmann (1968) Table 8b (also: Hofmann et Pommer 2013 p. 203	53
2260	Lathraeo-Carpinetum betuli typicum SCAMONI et PASSARGE 1959	included in Stellario-Carpinetum Oberd. 1957; Mercuriali-Carpinetum betuli typicum SCAM. et PASS. 1959	natural forest	single stem cutting	T1E16	9130	Passarge et Hofmann (1968) Table 20a+b (also Schubert 1972b Tab. 3/1 + p. 119)	35
2261	Bromo-Carpinetum betuli  typicum HOFMANN 1968		natural forest	single stem cutting	T1E16	9170	Passarge et Hofmann (1968) Table 21g.h	14
2270	Mercuriali-Carpinetum betuli primuletosum HOFMANN 1965		natural forest	single stem cutting	T1E16	9170	Passarge et Hofmann (1968) Table 21b (also Wolter et Dierschke 1975 Tab. 2/9-10 + p. 210; Schmidt (2002) 1.3, Table 2/1/5)	66
2271	Bromo-Carpinetum betuli primulietosum HOFMANN 1968		natural forest	single stem cutting	T1E16	9170	Passarge et Hofmann (1968) Table 21h	10
2273	Lonicero-Fagetum silvaticae elymitosum (KUHN 1937) PASSARGE U. HOFMANN 1968	Hordelymo-Fagetum sylvatici typicum TX. 1937 ; Fagetum boreoatlanticum elymetosum TX. 1937;	natural forest	single stem cutting	T17	9130	Passarge et Hofmann (1968) Table 12e (also Tüxen 1937 p. 140; Oberdorfer (1992) Vol IV, Table 323/3 and Text Vol. S. 219, Hartmann et Jahn (1967) Table VIIa/16-17, Table 18a/32-35, S. 461)	1040
2274	Lonicero-Fagetum silvaticae deschampsietetum (KUHN 1937) PASSARGE U. HOFMANN 1968	Hordelymo-Fagetum sylvatici dryopteridetosum TX. 1937; Fagetum boreoatlanticum dryopteridetosum TX. 1937	natural forest	single stem cutting	T17	9130	Passarge et Hofmann (1968) Table 12f (also Tüxen 1937 p. 142	17
2280	Bromo-Carpinetum betuli dryopteridetosum HOFMANN 1968		natural forest	single stem cutting	T1E16	9170	Passarge et Hofmann (1968) Table 21f	14
2289	Stellario holosteae-Carpinetum betuli caricetosum brizoidis OBERDORFER 1957		natural forest	single stem cutting	T1E16	9160	Oberdorfer (1992) Vol IV, Table 311/3a,b and Text p. 161 (also: Renaux et al. 2010 Tab. III) 	94
2290	Stellario holosteae-Carpinetum betuli HARTMANN 1959	Stellario-Carpinetum typicum Oberd. 1957;	natural forest	single stem cutting	T1E16	9160	Hartmann et Jahn (1967) Table IXa/23-24, Table 20/23-57, p. 501 (also Knapp 1944d Tab. 3+4, 1944e Tab. 7, 1944m Tab. 9+10; Sauer 1955 Tab. 11; Passarge et Hofmann (1968) Table 22a; Wolter et Dierschke 1975 Tab. 2/8; Blosat et Schmidt 1975 Tab. 2/44-49; Gl	4044
2291	Stellario bulbosae-Fraxinetum excelsi OBERDORFER 1953		natural forest	single stem cutting	T1E13	91E0*	Willner et Grabherr (2007) Vol 1 p. 117 et Table 16/6 (also Kutschera 1951 tab. p. 100; Mucina et al. (1993) Teil III, S.97	63
2292	Querco (roboris)-Carpinetum medioeuropaeum typicum TÜXEN 1937	included p.p. in Galio-Carpinetum Oberd. 1957; Querco (roboris)-Carpinetum (betuli) typicum TX. 1937	natural forest	single stem cutting	T1E16	9160	Tüxen (1937) p. 153 (also Schwarz 1941 Tab. III/58-75 + p. 36; Knapp 1944b Vol. 5 Tab. 4)	46
2293	Querco (roboris)-Carpinetum primoletosum veris TÜXEN et DIEMONT 1937	included in Galio-Carpinetum Oberd. 1957; Querco (roboris)-Carpinetum (betuli) primoletosum veris TX. 1937	natural forest	single stem cutting	T1E16	9160	Tüxen (1937) p. 155 (also Diemont 1938 Tab. 5; Eggler 1951 Tab. 3; Schwarz 1941 Tab. IV/75-100 + p. 37; Knapp 1944b Vol. 5 Tab. 2; Lohmeyer 1953 Tab. 4 + p. 66; Blosat et Schmidt 1975 Tab. 2/2 + p. 247)	134
2294	Physospermo-Quercetum petraeae OBERDORFER et A. HOFMANN 1965		natural forest	single stem cutting	T1B5		Oberdorfer et A. Hofmann 1967 Tab. 1-2 + p. 103	29
2295	Luzulo pedemontanae-Fagetum sylvestrisOBERDORFER et A. HOFMANN 1967		natural forest	single stem cutting	T1831		Oberdorfer et A. Hofmann 1967 Tab. 9 + p. 129	8
2296	Viburno tini-Quercetum ilicis (BRAUN-BLANQUET 1936) RIVAS-MARTINEZ 1975	Quercetum ilicis galloprovincialis Br.-Bl. 1936; Cyclamino repandi-Quercetum ilicis Riv.-Mart. et al. 1995	natural forest	single stem cutting	T21218		Stanisci et al. 2004 Tab. 2/4 (also Braun-Blanquet 1967 p. 103; Biondi et al. 2003 Tab. 1	38
2297	Querco roboris-Carpinetum betuli submediterraneum  BERTOVIC ex HORVAT et al. 1974	Querco-Carpinetum Horvat, Glavac et Ellenberg 1974; Querco-Carpinetum banaticum  Pascal  ex Borza  1962; Querco-Carpinetum hungaricum Soó ex Balacs 1943; Querco-Ulmetum bulgaricum Soó 1957;   Querco roboris-Carpinetum betuli submediterraneum  Bertovic ex 	natural forest	single stem cutting	T1E1A3		Borza 1962 in Horvat, Glavac, Ellenberg (1974) Table 59 p. 295 (also: Soó 1964b p. 255; Brullo et Spampinato 1999 Tab. 1/3  + p. 137	109
2298	Carici remotae-Fraxinetum oxycarpae Pedrotti 1970 corr. 1992		natural forest	single stem cutting	T1444		Allegrezza et al. 2010 Tab. 2/5-10 p. 67 (also: Mercadal et Vilar 2013 Tab. 2-4)	70
2299	Carici umbrosae-Quercetum petraeae POLDINI 1982		natural forest	single stem cutting	T1E18		Poldini 1982 Tab. 8 + p. 82	16
2300	Buglossoido purpurocaeruleae-Ostryetum carpinifoliae GERDOL, LAUSI, PICOLLI et POLDINI 1982		natural forest	single stem cutting	T193751		Poldini 1982 Tab. 7 + p. 81	30
2301	Tilio-Quercetum PASSARGE 1962	Dactylido-Quercetum petraeae-roboris PASS. 1962,	natural forest	single stem cutting	T1E43	9190	Passarge et Hofmann (1968) Table 24a	9
2302	Dictamno-Quercetum (roboris) FÖRSTER 1968	included p.p. in Potentillo albae-Quercetum petraeae Libbert 1933	natural forest	single stem cutting	T1912	9190	Förster 2005 Tab. 2/1-35 (also: Oberdorfer (1992) Vol IV, Table 301/4A and Text Vol. p. 134)	116
2303	Potentillo albae-Quercetum petraeae-roboris LIBBERT 1933	Potentillo albae-Quercetum petraeae Libbert 1933	natural forest	single stem cutting	T199111	9190	Libbert (1933) p. 297, Tab. 25/1-5 (also: Knapp 1944d Tab. 2; Knapp 1944e Tab. 3; Hartmann et Jahn (1967) Table XII/22; Passarge et Hofmann (1968) Table 24b-f; Schmidt (2002) 4.1, Table 2/4/5; Chytry (1993 Table 1/56-59); Chytrý et Horák 1997 p. 216, tab.	435
2304	Convallario majali-Quercetum roboris (SOÓ 1958) SHEVCHYK et al. 1996		natural forest	single stem cutting	T199122	91Y0	Goncharenko et al. (2022), Tab. S3/19 (also: Shevchyk et al. (1996) p. 48, tab. 9/7-15; Soó 1964b p. 281, Hegedusova et al. 2021 tab.1/6 p. 110; Donita et al. 2005 p. 221)	96
