GesID	SoilRef_ID	Legend_engl
3480	115	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
3480	194	Eutric Histosols
3480	365	Spodic Cambisols from siltstone, sandstone, and claystone
3480	369	Spodic Cambisols from siltstone, sandstone, and claystone
3480	376	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
3480	407	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
3480	412	Frequently alternating Rendzic and Umbric Leptosols / Spodic and Vertic Cambisols / Haplic Luvisol / Stagnic Gleysols from limestone and marlstone, sandstone, siltstone, and claystone, and loessic loam overlying various rocks
3481	369	Spodic Cambisols from siltstone, sandstone, and claystone
3481	427	Eutric Histosols
3481	454	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
3481	467	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3481	492	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
3481	600	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
3501	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3501	147	Dystric Regosols from dry dystrophic sand deposits
3501	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3501	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3501	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3501	526	Dystric Regosols from dry dystrophic sand deposits
3501	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3502	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3502	147	Dystric Regosols from dry dystrophic sand deposits
3502	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3502	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3502	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3502	526	Dystric Regosols from dry dystrophic sand deposits
3502	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3503	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3503	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3503	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3503	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3503	526	Dystric Regosols from dry dystrophic sand deposits
3540	286	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
3540	407	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
3541	286	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
3541	407	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
3542	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3542	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3542	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3542	643	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3543	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3543	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3543	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3544	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3544	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3544	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3544	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3544	246	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
3544	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3601	55	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3601	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3601	217	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3601	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3601	643	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3602	355	"	Dystric Cambisols from acid igneous and metamorphic rocks"
3602	407	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
3603	42	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
3603	193	Eutric Histosols
3607	91	Stacnic Chernosems from boulder clay with a loamy and sandy cover
3607	263	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
3607	314	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
3608	193	Eutric Histosols
3608	313	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
3609	313	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
3610	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3610	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3610	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3610	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3610	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3611	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3611	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3611	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3611	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3611	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3612	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3612	147	Dystric Regosols from dry dystrophic sand deposits
3612	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3612	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3612	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3612	645	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3612	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3613	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
3613	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
3613	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
3613	673	Lithic Leptosols of the higher altitude zones of the alps
3911	26	Eutric Histosols
3911	44	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
3911	57	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
3911	63	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
3911	68	Dystric Cambisols from sandy river-terrace deposits
3911	212	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
3911	237	Dystric Cambisols from sandy river-terrace deposits
3911	251	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3911	313	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
3911	417	Relicts from Acrisols / Ferralsols formed during the Tertiary
3911	427	Eutric Histosols
3911	624	Eutric Histosols
3912	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3912	237	Dystric Cambisols from sandy river-terrace deposits
3912	559	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
4000	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
4000	63	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
4000	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4000	246	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
4021	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
4021	147	Dystric Regosols from dry dystrophic sand deposits
4021	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
4021	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
4021	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
4021	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
4021	526	Dystric Regosols from dry dystrophic sand deposits
4021	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
4040	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4040	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
4040	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4040	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4040	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4041	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4041	247	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
4041	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4041	609	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4042	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4042	247	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
4042	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4043	146	Dystric Regosols from dry dystrophic sand deposits
4043	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
4044	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4044	247	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
4044	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
4151	147	Dystric Regosols from dry dystrophic sand deposits
4151	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
4151	392	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
4151	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
4151	617	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
4201	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4201	251	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
4201	262	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
4201	444	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
4201	449	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
4202	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
4202	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4202	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
4203	286	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
4203	407	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
4214	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
